46,Fernanfloo,YouTube,46.5,ESP
47,BadBunnyPR,YouTube,46.5,USA
48,HarPalGeoOfficial,YouTube,46.4,EGY
49,vootkids,YouTube,46,ARE
50,ARYDigitalasia,YouTube,45.9,CHL
51,felipeneto,YouTube,45.6,CHN
52,abscbnentertainment,YouTube,45,CHN
53,vcsabiavideos,YouTube,45,IND
54,BRIGHTSIDEOFFICIAL,YouTube,44.6,USA
55,KatyPerry,YouTube,44.4,DEU
56,Shakira,YouTube,44.4,IND
57,whindersson,YouTube,44.4,ITA
58,MashaBearRUSSIAN,YouTube,44.2,CHN
59,Alanwalkermusic,YouTube,44,PHL
60,MashaBearEN,YouTube,43.7,PHL
61,HolaSoyGerman,YouTube,43.6,IDN
62,Mikecrack,YouTube,43.4,IND
63,toysandcolors,YouTube,42.9,CHN
64,speedrecords,YouTube,42.9,FRA
65,LikeNastya_Show,YouTube,42.5,IND
66,KimberlyLoaiza,YouTube,42.1,CHN
67,IshtarMusic,YouTube,42.1,MYS
68,luisitocomunica,YouTube,41.1,NGA
69,LittleBabyBum,YouTube,41,IND
70,shfa2,YouTube,40.6,IND
71,CarryMinati,YouTube,40.3,IND
72,luccastoon,YouTube,40.1,IND
73,SuperSimpleSongs,YouTube,39.9,CHN
74,JessNoLimit,YouTube,39.6,IND
75,xxxtentacion,YouTube,39.5,JPN
76,SonyPAL,YouTube,39.5,USA
77,WorkpointOfficial,YouTube,39.4,JPN
78,gr6explode,YouTube,39.3,IDN
79,TEDx,YouTube,39.1,IDN
80,GaaneSuneAnsune,YouTube,39.1,IND
81,shfa-1,YouTube,39.1,IND
82,vladvaniki1,YouTube,38.7,PAK
83,TheEllenShow,YouTube,38.3,IND
84,DaddyYankee,YouTube,38.3,SGP
85,LikeNastya_ESP,YouTube,38.1,CHN
86,one31official,YouTube,38.1,CHN
87,ABPNEWS,YouTube,38.1,CHN
88,MariaClaraeJP,YouTube,37.7,IND
89,YouTube,YouTube,37.5,USA
90,PowerKidstv,YouTube,37.4,ZAF
91,Jkk_Entertainment,YouTube,37.3,USA
92,UltraBollywood,YouTube,37.3,IDN
93,SaregamaMusic,YouTube,37,CHN
94,RicisOfficial1795,YouTube,36.9,IND
95,beterbocuk,YouTube,36.8,IDN
96,IndiaTV,YouTube,36.7,IND
97,LaGranjaDeZenon,YouTube,36.6,IND
98,tseriesoldisgold,YouTube,36.5,CHN
99,Ozuna,YouTube,36.3,ZAF
100,TotalGaming093,YouTube,36.3,IND
101,GenevievesPlayhouse,YouTube,35.7,FRA
224,PrestonYT,YouTube,24.9,PER
102,TechnoGamerzOfficial,YouTube,35.6,TUR
103,RyansWorld,YouTube,35.5,DEU
104,markiplier,YouTube,35.5,GBR
105,tseriesapnapunjab,YouTube,35,GBR
106,JingleToons,YouTube,35,CHN
107,thedonato,YouTube,34.7,IND
108,YOLOAVENTURAS,YouTube,34.6,JPN
109,GeetMP3,YouTube,34.5,CHN
110,Rajshri,YouTube,34.2,CHN
111,starplus,YouTube,34.2,MEX
112,jbalvin,YouTube,34.2,IDN
113,SSSniperWolf,YouTube,34.2,SAU
114,Ch3Thailand,YouTube,34,CHN
115,vegetta777,YouTube,34,ESP
116,NoCopyrightSounds,YouTube,33.6,NGA
117,KHANDESHIMOVIES,YouTube,33.6,IND
118,babybus,YouTube,33.3,USA
119,DisneyMusicVEVO,YouTube,33.2,USA
120,KarolG,YouTube,33,IDN
121,WowKidz1,YouTube,33,IDN
122,PANDABOI,YouTube,33,THA
123,erosentertainment,YouTube,33,UKR
124,gmanetwork,YouTube,32.9,ARG
125,LucasandMarcus,YouTube,32.8,USA
126,AboFlah,YouTube,32.7,JPN
127,MRINDIANHACKER,YouTube,32.6,CHN
128,FrostDiamond,YouTube,32.6,IND
129,MrBean,YouTube,32.4,IND
130,WorldwideRecordsBhojpuri,YouTube,32.2,RUS
131,rezendeevil,YouTube,32.2,PAK
132,SMTOWN,YouTube,32.2,IDN
133,PeppaPigOfficial,YouTube,32.2,IND
134,zeenews,YouTube,32.1,CHN
135,fedevigevani,YouTube,32,IND
136,dream,YouTube,31.9,USA
137,GENIALBrightSideSpanish,YouTube,31.8,IDN
138,luisfonsi,YouTube,31.6,IND
139,zhong,YouTube,31.4,IDN
140,MrBeast2,YouTube,31.3,SWE
141,fallontonight,YouTube,31.2,NGA
142,dianaandromaesp331,YouTube,31.1,IND
143,ShortsBreak_Official,YouTube,31,IND
144,ImagineDragons,YouTube,31,USA
145,vladnikihindi,YouTube,30.9,IND
146,AttaHalilintar,YouTube,30.6,IND
147,enaldinho,YouTube,30.6,IND
148,toyoraljanahtv,YouTube,30.6,IND
149,jacksepticeye,YouTube,30.4,IND
150,TrapNation,YouTube,30.4,DEU
151,LittleAngel,YouTube,30.4,UKR
152,TalkingTom,YouTube,30.4,CHN
153,spinninrecords,YouTube,30.2,IND
154,HUMTV,YouTube,30.2,IND
155,Dushyant_kukreja,YouTube,30,USA
156,KLBROBijuRithvik1,YouTube,29.9,MYS
157,DaFuqBoom,YouTube,29.8,CHN
158,ultrarecords,YouTube,29.8,IND
159,zamzamelectronicstradingllc,YouTube,29.7,IND
160,AlanChikinChow,YouTube,29.7,GBR
161,infobellstamilrhymes,YouTube,29.5,CHN
162,Maluma_Official,YouTube,29.4,VNM
163,infobellstelugurhymes,YouTube,29.4,MEX
164,adityamovies,YouTube,29.4,TUR
165,MashaOso,YouTube,29.3,BRA
166,shemaroomovies,YouTube,29.2,TUR
167,gulshankalra07,YouTube,29.2,CHN
168,junya1gou,YouTube,29,BRA
169,adityamusic,YouTube,28.8,NGA
170,MichaelJackson,YouTube,28.8,GRC
171,GoldminesDishoom,YouTube,28.7,THA
172,DrakeOfficial,YouTube,28.4,NGA
173,KidsRomaShow,YouTube,28.2,PER
174,toycantando,YouTube,28.1,THA
175,SandeepSeminars,YouTube,28,RUS
176,LankyBox,YouTube,28,IDN
177,bouncepatrol,YouTube,27.9,CHN
178,JYPEntertainment,YouTube,27.8,TUR
179,nickjr,YouTube,27.8,USA
180,CrazyXYZ,YouTube,27.8,BRA
181,DanTDM,YouTube,27.8,CHN
182,wizkhalifa,YouTube,27.8,CHN
183,brentrivera,YouTube,27.6,CHN
184,NichLmao,YouTube,27.5,IDN
185,GoldminesBollywood,YouTube,27.3,PRT
186,renatongarcia,YouTube,27.2,VNM
187,toypudding,YouTube,27.1,PHL
188,dbillions,YouTube,27.1,TUR
189,Netflix,YouTube,27,RUS
190,RaffyTulfoInAction,YouTube,26.8,CHN
191,enchufetv,YouTube,26.8,CHN
192,mujjuu___14,YouTube,26.8,IND
193,indosiar,YouTube,26.7,IND
194,SpiderSlack,YouTube,26.6,IND
195,worldstarhiphop,YouTube,26.6,BRA
196,smosh,YouTube,26.3,USA
197,1MILLION_Dance,YouTube,26.3,CHN
198,dianaandromahin8102,YouTube,26.2,IND
199,nickiminaj,YouTube,26.1,USA
200,mariliamendoncareal,YouTube,26.1,NGA
201,TheLallantop,YouTube,26,NGA
202,AGT,YouTube,25.9,UKR
203,davidguetta,YouTube,25.9,IDN
204,ThatLittlePuff,YouTube,25.9,CHN
205,postmalone,YouTube,25.9,IND
206,VanossGaming,YouTube,25.9,USA
207,DanielLaBelle,YouTube,25.9,IDN
208,abp_live,YouTube,25.8,RUS
209,LosPolinesios,YouTube,25.7,ARG
210,AlejoIgoa,YouTube,25.7,IND
211,ZHCYT,YouTube,25.7,IND
212,RansEntertainment,YouTube,25.7,ITA
213,wbkids,YouTube,25.7,SWE
214,coldplay,YouTube,25.5,IND
215,ChrisBrownTV,YouTube,25.5,IND
216,MarkRober,YouTube,25.5,BRA
217,danrhodes,YouTube,25.5,PHL
218,TRANS7Official,YouTube,25.4,THA
219,WatchMojo,YouTube,25.1,CHN
220,LeoNataFamily,YouTube,25,USA
221,kidstv,YouTube,25,UKR
222,PenMovies,YouTube,25,GBR
223,ChloeTing,YouTube,24.9,CHN
225,topperguild,YouTube,24.9,CHN
226,akshaynagwadiya,YouTube,24.9,JPN
227,Yuya,YouTube,24.8,PER
228,likenastyaae,YouTube,24.8,BRA
229,unknownboyvarun,YouTube,24.7,IND
230,TsurikiShow,YouTube,24.7,IND
231,1theK,YouTube,24.7,IND
232,DianaRomaARA,YouTube,24.6,USA
233,shfashowindia,YouTube,24.6,IND
234,kidschannelindia,YouTube,24.4,CHN
235,goldmineshindi,YouTube,24.4,CHN
236,Venus_Movies,YouTube,24.4,COL
237,netdmuzik,YouTube,24.4,IND
238,TheElenaYa,YouTube,24.4,KOR
239,rug,YouTube,24.3,CHN
240,kimpro828,YouTube,24.3,CHN
241,suntv,YouTube,24.3,ZAF
242,DJSnake,YouTube,24.3,IND
243,alanbecker,YouTube,24.3,IND
244,MayaAndMary,YouTube,24.1,TUR
245,sagawa,YouTube,24.1,IND
246,juandediospantojaa,YouTube,24,KAZ
247,EnriqueIglesias,YouTube,23.9,IND
248,JamesCharles,YouTube,23.9,CHN
249,MrMaxLife,YouTube,23.9,IND
250,TroomTroom,YouTube,23.9,GBR
251,PeppaPigEspanolLatinoOficial,YouTube,23.8,BRA
252,misskaty1133,YouTube,23.7,IND
253,Ninja,YouTube,23.7,NGA
254,NickyJamTV,YouTube,23.7,CHN
255,Azhan5star,YouTube,23.6,IND
256,ishaanali11,YouTube,23.5,IND
257,ValentinaPontesofc,YouTube,23.5,IND
258,Jelly,YouTube,23.5,USA
259,toyorbabytv,YouTube,23.5,CHN
260,SesameStreet,YouTube,23.4,RUS
261,TED,YouTube,23.4,IND
262,GMMGrammy,YouTube,23.4,TUR
263,WaveMusicBhojpuri,YouTube,23.4,IDN
264,TuzelityOfficial,YouTube,23.3,PAK
265,whitehillmusic,YouTube,23.3,PHL
266,VaniaManiaKids,YouTube,23.3,UKR
267,TechnicalGuruji,YouTube,23.3,DEU
268,CuteAnimalsTV.,YouTube,23.2,IND
269,BabyBusES,YouTube,23.2,CHN
270,DrossRotzank,YouTube,23.1,IND
271,capitanyolotroll,YouTube,23.1,GBR
272,LikeNastya_PRT,YouTube,23,BRA
273,ZachChoi,YouTube,23,PAK
274,GoldminesCineplex,YouTube,23,DEU
275,DangalTVChannel,YouTube,23,IND
276,AmiRodrigueZZ,YouTube,22.9,CHN
277,Yoeslan,YouTube,22.9,IND
278,sia,YouTube,22.9,CHN
279,vladandnikiarab2,YouTube,22.8,DEU
280,invictorgs3,YouTube,22.8,BRA
281,Kidibli,YouTube,22.8,USA
282,StokesTwins,YouTube,22.7,USA
283,vladandnikispain,YouTube,22.7,PAN
284,mmoshaya,YouTube,22.7,ITA
285,SSundee,YouTube,22.7,BRA
286,souravjoshivlogs7028,YouTube,22.7,AUS
287,THECHAINSMOKERS,YouTube,22.7,PER
288,ZachKing,YouTube,22.6,TWN
289,BenAzelart,YouTube,22.5,IDN
290,DUDUeCAROL,YouTube,22.5,ITA
291,fgteev,YouTube,22.5,TWN
292,VillageCookingChannel,YouTube,22.5,CHN
293,dednahype,YouTube,22.4,CHN
294,disneyla,YouTube,22.4,IND
295,smilefamily363,YouTube,22.4,USA
296,NetflixIndiaOfficial,YouTube,22.3,IND
297,BeatboxJCOP,YouTube,22.3,CHN
298,LIVCrime,YouTube,22.3,MEX
299,rotanamusic,YouTube,22.3,SAU
300,RAFAELUIZOFICIAL,YouTube,22.1,IND
301,NatGeo,YouTube,22.1,ZAF
302,williesalim,YouTube,21.9,CHN
303,SMOL_official,YouTube,21.9,NGA
304,alfredolarin,YouTube,21.9,EGY
305,TlnovelasOficial,YouTube,21.9,USA
306,royaltyfam,YouTube,21.9,EGY
307,EvaBravoPlay,YouTube,21.8,CHN
308,infinite,YouTube,21.7,IND
309,MartaAndRustam,YouTube,21.7,IND
310,khangsresearchcentre1685,YouTube,21.7,HUN
311,gmapublicaffairs,YouTube,21.7,JPN
312,vladandnikidn,YouTube,21.7,IND
313,beckyg,YouTube,21.5,IDN
314,Priyal_Kukreja,YouTube,21.5,USA
315,BaimPaula,YouTube,21.3,PAK
316,BraveWilderness,YouTube,21.1,CHN
317,buzzfeedtasty,YouTube,21.1,IND
318,fatosdesconhecidos,YouTube,21.1,IND
319,lyricalemonade,YouTube,21.1,IND
320,MrVivekBindra,YouTube,21.1,IND
321,VijayTelevision,YouTube,21.1,PAK
322,kurzgesagt,YouTube,21.1,IND
323,romeo,YouTube,21.1,NGA
324,corbuzier,YouTube,21,CHN
325,NBA,YouTube,20.9,CHN
326,JasonDerulo,YouTube,20.8,EGY
327,KiddiestvHindi,YouTube,20.8,RUS
328,avicii,YouTube,20.7,IND
329,5MinuteCraftsDIY,YouTube,20.7,CHN
330,NinjaKidz,YouTube,20.7,NGA
331,7clouds,YouTube,20.7,IND
332,LinkinPark,YouTube,20.7,IND
333,Mnet,YouTube,20.7,IND
334,BabyBusID,YouTube,20.6,ITA
335,Genevieve's Playhouse,YouTube,20.6,CAN
336,JoseComilaoTotoy,YouTube,20.6,LVA
337,jakepaul,YouTube,20.5,CHN
338,somoynews360,YouTube,20.5,MYS
339,SlivkiShow,YouTube,20.5,FRA
340,Miawaug,YouTube,20.5,IND
341,EmiwayBantai,YouTube,20.5,EGY
342,PragatiVermaaShorts,YouTube,20.5,IDN
343,Cookieswirlc,YouTube,20.5,IND
344,gottalentglobal,YouTube,20.4,CHN
345,triggeredinsaan,YouTube,20.4,JPN
346,SonyAATH,YouTube,20.4,USA
347,IShowSpeed,YouTube,20.3,IND
348,RobinHoodGamer1,YouTube,20.3,ZAF
349,5MinuteCraftsPLAY,YouTube,20.3,JPN
350,marvel,YouTube,20.3,JPN
351,rkddigital,YouTube,20.2,IND
352,greengoldtv,YouTube,20.1,CHN
353,gordonramsay,YouTube,20.1,IND
354,BuzzFeedVideo,YouTube,20.1,CHN
355,unboxtherapy,YouTube,20.1,IND
356,gusttavolimaoficial,YouTube,20.1,JPN
357,AuthenticGames,YouTube,20.1,CHN
358,bobbyprankster,YouTube,20.1,JPN
359,pencilmation,YouTube,20.1,CHN
360,PinkPanther,YouTube,20.1,BRA
361,ASGamingsahil,YouTube,20.1,JPN
362,React,YouTube,20.1,IND
363,PTXofficial,YouTube,20.1,CHN
364,VEVO,YouTube,20.1,PER
365,goldminesgreatindiancomedy2048,YouTube,20,IND
366,BGT,YouTube,19.9,CHN
367,sctv_,YouTube,19.9,CHN
368,ClashOfClans,YouTube,19.9,CHN
369,HaerteTest,YouTube,19.9,UKR
370,Vsauce,YouTube,19.9,PHL
371,TroomTroom_Es,YouTube,19.8,PAK
372,etvteluguindia,YouTube,19.8,IND
373,tabii.urdu,YouTube,19.8,SRB
374,fifa,YouTube,19.7,IND
375,CraftyPanda,YouTube,19.7,NGA
376,DLSNews,YouTube,19.7,TUR
377,WowKidzAction,YouTube,19.6,USA
378,JakeFellman,YouTube,19.5,IND
379,Slick_Slime_Sam_Spanish,YouTube,19.5,PAK
380,Sidemen,YouTube,19.5,CHN
381,Mashaurso,YouTube,19.5,VNM
382,heidizidane9861,YouTube,19.4,MEX
383,busyfunltd9692,YouTube,19.3,COL
384,sonotek,YouTube,19.3,EGY
385,ArabGamesNetwork,YouTube,19.3,USA
386,officialajaysharma07,YouTube,19.3,IND
387,kbsworldtv,YouTube,19.3,DEU
388,theodd1sout,YouTube,19.2,CHN
389,degoboom,YouTube,19.2,PHL
390,turmadamonica,YouTube,19.1,JPN
391,CalvinHarris,YouTube,19.1,IND
392,howridiculous,YouTube,19.1,IND
393,Мирошка ТВ,YouTube,19.1,CHN
394,MrDegreeOfficial,YouTube,19.1,EGY
395,jaanvipatel,YouTube,19.1,CHN
396,Познаватель,YouTube,19.1,IND
397,shemaroobollywoodcomedy,YouTube,19.1,PHL
398,TEDEd,YouTube,19.1,IDN
399,HiBestMan,YouTube,19.1,CHN
400,cardib,YouTube,19.1,CHN
401,smilefamilyspanish1463,YouTube,19,PHL
402,LittleAngelEspanol,YouTube,19,IND
403,BayashiTV_,YouTube,19,POL
404,DharMann,YouTube,19,CHN
405,deepesh_zo,YouTube,18.9,NGA
406,grammygoldofficial,YouTube,18.8,CHN
407,IanLucasOficial,YouTube,18.8,CHN
408,alia,YouTube,18.8,IND
409,ArianaGrandeVevo,YouTube,18.7,CHN
410,MrMarmok,YouTube,18.6,IND
411,LikeNastya_Vlog,YouTube,18.6,IND
412,elcanaldePlimPlim,YouTube,18.6,IND
413,MileyCyrus,YouTube,18.6,TUR
414,andtvchannel,YouTube,18.6,DEU
415,Blippi,YouTube,18.6,DEU
416,rsiammusic,YouTube,18.6,CHN
417,DanielSaboya,YouTube,18.6,IDN
418,PandaShorts,YouTube,18.5,CHN
419,news18India,YouTube,18.5,IND
420,NaisaAlifiaYurizaNAY,YouTube,18.4,TUR
421,thewillyrex,YouTube,18.4,CHN
422,MSA.official,YouTube,18.4,IND
423,GoodMythicalMorning,YouTube,18.4,USA
424,SonyMusicSouthVEVO,YouTube,18.4,CHN
425,Squeezie,YouTube,18.4,CHN
426,DannyFitt,YouTube,18.3,BRA
427,korayzeynep,YouTube,18.2,ROU
428,GENHALILINTAR,YouTube,18.2,PHL
429,INCRIVEL_PT,YouTube,18.2,VNM
430,Apple,YouTube,18.2,USA
431,LuisFonsiVEVO,YouTube,18.2,IND
432,manualdomundo,YouTube,18.2,IND
433,KatieAngelTV_,YouTube,18.2,TWN
434,LikeNastya_VNM,YouTube,18.2,KOR
435,SebastianYatra,YouTube,18.2,PER
436,TaarakMehtaKaOoltahChashmah,YouTube,18.2,JPN
437,Aphmau,YouTube,18,NGA
438,TheGrefg,YouTube,18,IND
439,RobleisIUTU,YouTube,18,CAN
440,lescopaque,YouTube,18,IND
441,tanboykun,YouTube,18,IND
442,BispoBrunoLeonardo,YouTube,18,CHN
443,News24thinkfirst,YouTube,18,EGY
444,ZuniandFamilyofficial,YouTube,18,USA
445,YounesZarou,YouTube,18,USA
446,FunForKidsTVHindiRhymes,YouTube,18,PAK
447,demilovato,YouTube,18,USA
448,AMARINTVHD,YouTube,18,IND
449,GameTheory,YouTube,18,TUR
450,Narendra Modi,YouTube,17.9,IND
451,Jane_asmr,YouTube,17.8,IND
452,portadosfundos,YouTube,17.8,BRA
453,zbingz,YouTube,17.8,CHN
454,mgcplayhouse,YouTube,17.8,IND
455,pawansahu777,YouTube,17.8,IND
456,thexoteam,YouTube,17.8,IND
457,Lil Pump,YouTube,17.8,CZE
458,IGN,YouTube,17.7,IND
459,salmannomanofficial,YouTube,17.7,IDN
460,FactTechz,YouTube,17.6,RUS
461,jasonvlogslife,YouTube,17.6,IDN
462,PrimeVideoIN,YouTube,17.6,PHL
463,JFlaMusic,YouTube,17.6,NGA
464,musicalrmastv1,YouTube,17.6,VNM
465,mkbhd,YouTube,17.6,VNM
466,RepublicTVBharat,YouTube,17.6,NGA
467,zappytoons,YouTube,17.5,MEX
468,ElReinoAJugar,YouTube,17.5,IDN
469,HowToBasic,YouTube,17.4,CHN
470,stubbornfacts,YouTube,17.4,CHN
471,TheBrianMaps,YouTube,17.4,THA
472,anitta,YouTube,17.4,FRA
473,jordanmatter,YouTube,17.4,IND
474,TRANSTVofficial,YouTube,17.3,PAK
475,JohnyFamilyShow,YouTube,17.3,PER
476,popchartbusters,YouTube,17.2,IND
477,Willyrex,YouTube,17.2,USA
478,Queen,YouTube,17.2,BRA
479,issei0806,YouTube,17.2,THA
480,Filaretiki,YouTube,17.2,NOR
481,AayuandPihuShow,YouTube,17,JPN
482,SriBalajiMovies,YouTube,17,CHN
483,PrajapatiNews,YouTube,17,USA
484,LikeNastya_IDN,YouTube,17,CHN
485,VICE,YouTube,17,CHN
486,GatoGalactico,YouTube,17,RUS
487,LahariMusicIndia,YouTube,17,NGA
488,nomanofficial786,YouTube,17,BRA
489,BBCHindi,YouTube,17,IDN
490,GuavaJuice,YouTube,17,ZAF
491,withkids2063,YouTube,16.9,DEU
492,BeastPhilanthropy,YouTube,16.9,IND
493,BollywoodClassics,YouTube,16.9,EGY
494,DesiMelodies,YouTube,16.8,IND
495,IvanaAlawi,YouTube,16.8,TUR
496,NMFNews,YouTube,16.8,ZAF
497,DeToxoMoroxo-Oficial,YouTube,16.8,IDN
498,ufc,YouTube,16.8,EGY
499,gmmtv,YouTube,16.8,DEU
500,SagarKalraShorts,YouTube,16.8,CHN
501,disneyjunior,YouTube,16.8,CHN
502,TuCOSMOPOLIS,YouTube,16.8,CHN
503,Chapitosiki,YouTube,16.8,NGA
504,thairathonline,YouTube,16.7,IDN
505,viralhog,YouTube,16.7,USA
506,failarmy,YouTube,16.7,DEU
507,IDEASEN5MINUTOSoficial,YouTube,16.7,SWE
508,FunFunMiniWorld,YouTube,16.7,IND
509,ch7hd,YouTube,16.6,THA
510,DailyDoseOfInternet,YouTube,16.6,IND
511,KaykaiSalaiderChannel,YouTube,16.6,IND
512,LEGO,YouTube,16.6,IND
513,RCTILAYARDRAMAINDONESIA,YouTube,16.6,PHL
514,tarik_alhalapi,YouTube,16.5,DNK
515,SandraCiresArt,YouTube,16.5,IDN
516,Pitbull,YouTube,16.5,CHN
517,boyceavenue,YouTube,16.5,COL
518,LaRosaDeGuadalupeOf,YouTube,16.5,EGY
520,Lyna,YouTube,16.4,AUS
521,Mrwhosetheboss,YouTube,16.4,MEX
522,Infobellsbengalirhymes,YouTube,16.4,ESP
523,GLENTYOUTUBE,YouTube,16.4,CHN
524,T3ddy,YouTube,16.4,SAU
525,FitDanceTV,YouTube,16.4,JPN
526,jjolatunji,YouTube,16.4,ESP
527,mattstonie,YouTube,16.4,CHN
528,TWICE,YouTube,16.4,EGY
529,rubentuestaoficial,YouTube,16.4,ITA
530,Unspeakable,YouTube,16.4,PAK
531,vladandnikiarab,YouTube,16.3,PHL
532,ADME_RU,YouTube,16.3,USA
533,DearSir,YouTube,16.3,PAK
534,JoseComelonEspanol,YouTube,16.3,IDN
535,NasyaOfficial,YouTube,16.2,IDN
536,antrax,YouTube,16.2,IND
537,kidsplay,YouTube,16.2,USA
538,DylandPROS,YouTube,16.2,CHN
539,TV9Bharatvarsh,YouTube,16.2,GBR
540,mkmusic,YouTube,16.1,CHN
541,MoreAliA,YouTube,16.1,MEX
542,MYFAMILYComedy,YouTube,16.1,CHN
543,camilo,YouTube,16,ESP
544,Arifmuhammadd,YouTube,16,KWT
545,SonyLIV,YouTube,16,TUR
546,wifistudy,YouTube,16,BRA
547,katakit_baby,YouTube,16,ESP
548,MazhavilManorama,YouTube,16,PER
549,JulianaBaltar,YouTube,16,NGA
550,KarlaBustillos,YouTube,16,IND
551,kuplinovplay,YouTube,16,USA
552,VolgaVideo,YouTube,16,IND
553,DopeLyrics,YouTube,16,IND
554,hamaarbhojpuri,YouTube,16,CHN
555,yudistardhana,YouTube,16,VNM
556,MashaBearARAB,YouTube,15.9,CAN
557,ChetanMongaVlogs,YouTube,15.9,CHN
558,TeamFilmsBhojpuri,YouTube,15.9,ITA
559,KashviAdlakha,YouTube,15.9,GBR
560,BlippiEspanol,YouTube,15.9,IND
561,pinkshirtcouple,YouTube,15.8,PAK
562,ColorsRishtey1,YouTube,15.8,BRA
563,RottenTomatoesTRAILERS,YouTube,15.8,CHN
564,FCBarcelona,YouTube,15.8,IDN
565,5MCArabic,YouTube,15.8,MEX
566,5MinuteCraftsFAMILY,YouTube,15.8,GBR
567,TheMriDul,YouTube,15.7,CHN
568,TalkingFriends,YouTube,15.7,NGA
569,SonyMusicSouth,YouTube,15.6,IND
570,zutigang,YouTube,15.6,NGA
571,HenriqueeJuliano,YouTube,15.6,ARG
572,FFUNTV,YouTube,15.6,CHN
573,CNN,YouTube,15.6,DEU
574,MobileLegends5v5MOBA,YouTube,15.6,SAU
575,Zayn,YouTube,15.6,GBR
576,genierock,YouTube,15.6,IND
577,TheHarshBeniwal,YouTube,15.6,NGA
578,joerogan,YouTube,15.6,PAK
579,SRKMUSIC,YouTube,15.6,SAU
580,EliKids,YouTube,15.6,VNM
581,Senya_Super,YouTube,15.5,IND
582,ShriPrashant,YouTube,15.5,UKR
583,A2Motivation,YouTube,15.5,EGY
584,LOKESHGAMER,YouTube,15.4,IND
585,Kerajinan5-Menit,YouTube,15.4,CHN
586,romanatwoodvlogs,YouTube,15.4,IND
587,LinusTechTips,YouTube,15.4,CHN
588,DaveAndAva,YouTube,15.4,VNM
589,kompastv,YouTube,15.4,IND
590,_vector_,YouTube,15.4,CHN
591,THE_BROWN_SIBLINGS,YouTube,15.4,ITA
592,Jesser,YouTube,15.4,EGY
593,RayWilliamJohnson,YouTube,15.4,CHN
594,GoAmiGo,YouTube,15.4,IND
595,nianaguerrero,YouTube,15.4,IND
596,abscbnnews,YouTube,15.4,CHN
597,ndtvindia,YouTube,15.4,IND
598,MNCTVOfficialId,YouTube,15.3,IND
599,OyuncakAvi-oyku,YouTube,15.3,FRA
600,studyiqofficial,YouTube,15.2,IND
601,ranzkyle,YouTube,15.2,FRA
602,MohamedRamadan,YouTube,15.2,IND
603,HongyuASMR,YouTube,15.2,CHL
604,DaftarPopuler,YouTube,15.2,IND
605,EdisonPts,YouTube,15.2,KOR
606,SupercarBlondie,YouTube,15.2,DEU
607,PlayStation,YouTube,15.2,ESP
608,Thaich8,YouTube,15.2,EGY
609,kwebbelkop,YouTube,15.2,IDN
610,mariale,YouTube,15.2,IND
611,PPMussas,YouTube,15.2,MEX
612,Makiman131,YouTube,15.2,IND
613,LittleAngelBrasil,YouTube,15.1,CHN
614,zncoficial,YouTube,15.1,KOR
615,indorephysicalacademy.,YouTube,15.1,USA
616,NetflixJr,YouTube,15.1,CHN
617,TazerCraft,YouTube,15,CHN
618,PeetMontzingo,YouTube,15,PHL
619,XpressTV,YouTube,15,CHN
620,ABCNews,YouTube,15,EGY
621,Therichest,YouTube,15,IND
622,leagueoflegends,YouTube,15,CHN
